age,balance,marital,job,education,housing,loan,month,day,campaign,duration,deposit
40,-192,0,2,0,0,0,0,11,1,666,0
40,-438,0,5,0,1,0,0,11,1,1017,0
34,-701,1,2,0,0,0,0,11,2,610,0
36,1400,1,3,1,0,0,0,11,3,608,0
38,5293,0,2,0,0,0,0,11,1,475,0
39,785,0,5,0,0,0,0,11,2,1232,0
25,373,1,11,2,0,0,0,11,2,819,0
39,763,0,3,1,0,0,0,11,7,877,0
41,1236,0,5,0,0,0,0,11,3,911,0
36,-811,2,0,0,0,0,0,12,2,365,0
34,7279,0,7,2,0,0,0,12,1,882,0
34,479,2,0,0,0,0,0,12,1,515,0
38,199,1,8,2,0,0,0,12,1,1203,0
40,1808,0,5,0,0,0,0,12,1,560,0
31,2,0,0,0,0,1,0,12,4,703,0
37,-106,0,5,2,0,1,0,12,1,690,0
58,670,0,7,0,0,0,0,12,1,1272,0
48,-361,2,2,0,0,0,0,12,3,1062,0
35,159,0,5,2,0,1,0,12,1,826,0
34,151,1,0,0,0,0,0,12,1,590,0
51,518,0,5,0,0,0,0,12,1,918,0
39,5073,1,3,1,0,0,0,12,1,1182,0
39,607,0,0,0,0,0,0,12,2,454,0
36,-308,2,5,2,0,0,0,12,1,725,0
47,367,0,2,0,0,0,0,12,1,309,0
35,855,1,5,0,0,0,0,12,1,549,0
33,1240,0,5,0,0,0,0,12,1,844,0
47,663,0,0,0,0,1,0,12,1,409,0
38,895,1,2,0,0,0,0,12,1,1531,0
46,804,0,5,2,0,0,0,12,2,1063,0
42,-407,0,5,2,0,1,0,12,7,829,0
47,802,0,5,0,0,1,0,12,2,289,0
37,912,1,0,2,0,0,0,12,3,637,0
31,355,1,0,1,0,0,0,12,1,609,0
46,3,0,1,0,0,1,0,12,3,614,0
36,0,1,2,0,0,0,0,12,6,398,0
40,1836,0,2,0,0,0,0,12,2,750,0
39,1425,0,3,1,0,0,0,12,3,775,0
45,963,2,10,1,0,0,0,12,5,528,0
59,145,0,0,0,0,0,0,12,2,556,0
34,634,0,5,0,1,1,0,12,3,737,0
40,87,0,5,3,0,0,0,13,3,477,0
50,-522,0,5,2,0,0,0,13,3,863,0
36,319,0,5,2,0,0,0,13,2,774,0
35,0,1,0,0,0,0,0,13,1,1073,0
36,478,1,5,0,0,0,0,13,1,610,0
35,-276,1,5,2,0,0,0,13,1,850,0
47,4227,0,5,2,0,0,0,13,1,659,0
47,2785,1,8,2,0,0,0,13,1,570,0
38,1401,0,5,2,1,0,0,13,1,516,0
33,0,1,3,1,0,0,0,13,1,585,0
38,1852,0,5,2,0,0,0,13,1,606,0
39,462,0,5,0,0,0,0,13,1,590,0
43,800,1,8,2,0,0,0,13,1,902,0
33,221,0,1,0,0,0,0,13,1,669,0
34,1089,0,5,0,0,0,0,13,3,394,0
28,451,2,0,0,0,0,0,13,1,302,0
34,496,0,5,0,0,0,0,13,1,333,0
42,1080,1,5,0,0,1,0,13,3,951,0
33,1064,0,3,1,0,0,0,13,1,562,0
39,297,0,3,1,0,0,0,13,2,734,0
32,3,1,3,1,0,0,0,13,1,568,0
34,76,1,3,1,0,0,0,13,2,747,0
32,398,1,5,2,0,0,0,13,1,716,0
48,83,2,0,0,0,0,0,13,1,1101,0
31,879,0,0,0,0,0,0,13,1,394,0
33,210,0,2,0,0,0,0,13,2,1207,0
48,-276,2,2,0,0,1,0,13,1,674,0
33,863,1,5,2,0,0,0,13,3,622,0
30,228,1,11,1,0,0,0,13,2,314,0
35,1396,1,3,1,0,0,0,13,1,809,0
51,-19,2,5,2,0,0,0,13,1,829,0
38,2253,1,2,0,0,0,0,13,3,937,0
39,0,1,5,2,0,1,0,13,5,1975,0
27,265,1,5,2,0,0,0,13,2,1119,0
50,-54,2,1,0,0,1,0,13,2,698,0
34,3821,1,3,1,0,0,0,13,2,649,0
38,0,2,5,2,0,0,0,13,2,531,0
29,-7,2,2,0,0,0,0,13,3,1279,0
40,830,0,5,2,0,0,0,13,3,873,0
32,0,1,1,1,0,1,0,13,2,440,0
38,4406,0,5,2,0,0,0,13,2,689,0
36,437,2,0,0,0,0,0,14,2,722,0
28,54,1,5,2,0,0,0,14,1,533,0
49,-454,0,5,0,0,0,0,14,1,558,0
26,1006,1,5,0,0,0,0,14,1,667,0
44,2999,2,0,0,0,0,0,14,1,717,0
49,85,0,3,1,0,0,0,14,5,590,0
31,17924,1,10,1,0,0,0,14,1,745,0
55,8180,2,5,2,1,0,0,14,2,854,0
32,2431,0,3,1,0,0,0,14,5,646,0
35,341,0,2,0,0,0,0,14,1,345,0
35,4963,1,5,0,0,0,0,14,1,456,0
31,8781,0,0,0,0,0,0,14,1,680,0
28,-504,2,0,0,0,1,0,14,1,578,0
39,1738,0,3,1,0,0,0,14,1,633,0
48,214,0,5,2,0,1,0,14,1,307,0
32,684,0,0,0,0,0,0,14,3,607,0
41,580,0,5,0,0,0,0,14,1,874,0
34,273,0,3,1,0,0,0,14,1,492,0
32,811,1,5,0,0,0,0,14,1,563,0
34,0,0,0,2,0,1,0,14,1,1020,0
36,1354,2,10,1,0,0,0,14,1,1723,0
29,-254,2,0,0,0,0,0,14,2,406,0
54,-449,2,3,1,0,0,0,14,1,691,0
29,7863,0,5,0,0,0,0,14,1,1129,0
35,336,2,5,0,0,0,0,14,1,191,0
36,1049,0,5,0,0,0,0,14,4,224,0
37,6089,0,2,0,0,0,0,14,2,616,0
37,-42,2,3,1,0,0,0,14,2,668,0
31,953,1,5,0,0,0,0,14,1,479,0
33,315,1,0,0,0,1,0,14,3,888,0
59,5845,2,4,0,1,0,0,14,2,1060,0
30,378,0,5,0,0,0,0,14,2,566,0
53,765,2,2,0,0,0,0,14,3,959,0
26,5795,0,5,0,0,0,0,14,2,1094,0
30,315,1,0,0,0,0,0,14,3,884,0
35,916,1,3,1,0,0,0,14,2,460,0
34,124,0,0,0,0,0,0,14,4,604,0
33,207,0,2,0,0,0,0,14,4,629,0
59,422,0,4,1,0,0,0,14,4,647,0
36,125,1,1,0,0,0,0,15,3,676,0
34,2,1,2,0,0,0,0,15,2,153,0
39,7066,1,2,0,0,0,0,15,3,667,0
42,146,0,2,0,0,1,0,15,4,670,0
60,496,2,4,0,0,0,0,15,2,655,0
56,-40,1,2,0,0,0,0,15,1,311,0
30,140,1,2,0,0,0,0,15,1,760,0
26,77,0,2,0,0,0,0,15,1,619,0
35,22,0,5,2,0,0,0,15,2,1190,0
22,-51,1,5,0,0,0,0,15,1,859,0
26,26,1,5,0,0,1,0,15,1,899,0
28,154,1,0,0,0,0,0,15,1,536,0
35,534,2,0,0,1,0,0,15,1,669,0
35,1265,0,8,1,0,0,0,15,5,326,0
55,-466,0,1,1,0,0,0,15,1,901,0
32,38,0,2,0,0,0,0,15,1,744,0
28,703,1,3,0,0,0,0,15,1,485,0
31,685,0,0,0,0,0,0,15,1,552,0
23,780,1,5,0,0,0,0,15,1,416,0
26,-67,1,1,1,0,0,0,15,1,637,0
46,1085,0,5,2,0,1,0,15,2,523,0
34,29,0,5,0,0,0,0,15,5,285,0
60,560,1,3,1,1,0,0,15,5,730,0
28,22,1,11,1,0,0,0,15,2,536,0
29,6567,0,2,0,0,0,0,15,2,792,0
39,2139,0,7,0,0,0,0,15,4,576,0
54,582,0,6,0,0,0,0,15,5,693,0
34,194,1,1,0,0,1,0,15,1,1015,0
27,353,1,2,0,0,0,0,15,1,663,0
28,341,1,2,0,0,0,0,15,3,437,0
39,-172,0,7,1,0,0,0,15,2,562,0
60,-639,2,4,0,0,0,0,15,1,585,0
26,864,1,11,0,0,0,0,15,1,659,0
32,134,0,3,0,0,1,0,15,3,532,0
40,50,1,0,0,1,0,0,15,1,837,0
25,507,1,0,0,0,0,0,15,1,832,0
48,480,0,5,0,0,0,0,15,1,830,0
37,-22,1,7,0,0,0,0,15,1,317,0
39,878,2,0,0,0,0,0,15,5,611,0
40,2574,0,0,0,0,0,0,15,1,432,0
31,2734,1,3,1,0,0,0,15,3,858,0
42,241,2,0,0,0,0,0,15,3,1012,0
51,129,0,5,2,0,0,0,15,2,611,0
28,41,1,3,1,0,0,0,15,3,885,0
32,3387,0,3,1,0,0,0,15,5,1111,0
36,148,1,0,0,0,0,0,15,4,1357,0
36,249,0,5,0,0,0,0,15,5,709,0
38,5774,1,10,1,0,0,0,15,4,406,0
36,0,1,2,0,0,0,0,15,4,1002,0
40,1841,0,5,2,0,0,0,15,4,880,0
37,2120,0,5,2,0,0,0,15,3,655,0
51,297,1,3,1,0,0,0,15,4,415,0
34,89,2,2,0,0,0,0,15,4,1871,0
56,827,0,5,2,0,0,0,15,4,462,0
35,205,0,5,0,0,1,0,15,7,1313,0
34,3743,0,1,1,0,0,0,18,4,722,0
39,117,0,2,0,0,0,0,18,2,1032,0
29,-493,0,5,0,0,0,0,18,2,536,0
33,62,1,3,1,0,0,0,18,3,473,0
40,2040,1,0,0,0,0,0,18,2,906,0
22,344,1,2,0,0,0,0,18,1,347,0
32,230,1,1,0,0,0,0,18,1,442,0
33,1277,1,0,0,0,0,0,18,1,827,0
29,104,0,5,0,0,0,0,18,4,903,0
29,706,1,1,0,0,0,0,18,1,1340,0
24,174,1,5,0,0,1,0,18,1,487,0
31,239,1,5,0,0,0,0,18,1,666,0
27,513,1,5,0,0,1,0,18,1,351,0
32,7290,1,3,1,0,0,0,18,1,357,0
30,5909,1,5,0,0,0,0,18,2,420,0
27,-195,1,2,0,0,0,0,18,1,391,0
55,3917,0,5,0,0,0,0,18,1,565,0
28,352,1,0,0,0,1,0,18,1,431,0
29,615,1,1,1,0,0,0,18,1,373,0
55,0,2,4,1,1,0,0,18,1,616,0
25,217,1,5,0,0,0,0,18,1,504,0
36,1015,1,8,0,0,0,0,18,1,1008,0
27,409,0,5,3,0,0,0,18,1,525,0
25,1119,1,2,0,0,0,0,18,1,1063,0
32,12198,1,5,2,0,0,0,18,1,178,0
33,235,1,0,1,0,0,0,18,1,525,0
38,170,0,7,1,0,0,0,18,1,442,0
45,-357,2,1,0,0,1,0,18,1,618,0
30,2145,1,5,0,0,0,0,18,2,727,0
32,-454,0,5,2,0,1,0,18,5,801,0
26,-887,1,5,2,0,0,0,18,2,827,0
25,292,1,5,2,0,1,0,18,2,1027,0
33,139,0,5,0,0,1,0,18,2,732,0
32,2684,1,1,1,0,0,0,18,2,542,0
34,-1,0,5,2,0,0,0,18,6,1057,0
29,1387,0,3,1,0,0,0,18,2,256,0
28,-522,0,10,0,0,1,0,18,2,638,0
38,-242,1,1,0,0,0,0,18,3,1173,0
35,719,1,2,0,0,0,0,18,3,1359,0
28,0,1,0,0,0,1,0,18,5,390,0
29,497,1,6,1,0,0,0,18,3,642,0
20,76,1,5,0,0,0,0,18,2,639,0
45,397,2,0,0,0,1,0,22,1,582,0
37,3723,0,3,1,1,0,0,22,1,354,0
32,1625,1,1,1,1,0,0,22,1,796,0
59,106,0,0,0,1,0,0,22,1,186,0
37,1543,0,2,0,0,0,0,22,1,298,0
59,2239,0,3,1,1,0,0,22,1,431,0
27,1977,2,1,0,0,0,0,22,1,449,0
39,0,1,3,1,0,0,0,22,1,271,0
43,2145,0,2,0,1,0,0,22,1,271,0
39,116,0,1,0,1,0,0,22,2,554,0
26,620,1,11,0,1,0,0,22,1,223,0
39,307,1,3,1,1,0,0,22,2,182,0
43,7702,2,3,3,1,0,0,22,1,460,0
27,3733,1,11,1,0,0,0,22,1,198,0
32,3993,1,2,0,1,0,0,22,2,148,0
29,428,1,3,1,1,0,0,22,2,293,0
42,5310,0,3,2,0,0,0,22,2,545,0
53,2509,0,5,3,1,0,0,22,2,231,0
36,255,0,3,1,1,0,0,22,2,970,0
27,616,1,3,1,0,0,0,22,1,685,0
43,733,1,0,0,0,0,0,25,1,282,0
60,439,2,4,1,1,1,0,25,1,464,0
29,590,1,1,0,1,0,0,25,1,124,0
26,567,1,5,1,1,0,0,25,1,421,0
26,689,1,11,3,1,0,0,25,2,678,0
28,386,1,1,1,1,0,0,25,1,867,0
28,0,1,1,1,0,0,0,25,1,269,0
28,957,1,3,1,1,0,0,25,2,915,0
40,312,0,1,0,1,0,0,25,7,612,0
24,167,1,5,0,1,1,0,25,1,288,0
56,13094,2,4,1,1,0,0,25,1,1064,0
34,5086,1,3,1,1,0,0,25,4,213,0
28,707,1,0,0,0,0,0,25,1,226,0
37,466,0,2,0,0,1,0,25,1,377,0
32,152,1,2,0,0,0,0,25,2,158,0
43,1612,2,1,0,1,0,0,25,2,262,0
36,911,0,1,1,0,1,0,25,2,117,0
35,27,1,1,0,0,0,0,25,1,214,0
29,6,1,1,0,1,0,0,25,1,315,0
27,253,1,11,0,1,0,0,25,2,242,0
32,705,1,1,1,0,0,0,25,2,414,0
33,109,1,1,1,0,1,0,25,2,601,0
24,23878,1,11,0,1,0,0,26,1,133,0
58,3399,0,1,0,1,0,0,26,1,1078,0
43,79,0,3,1,1,0,0,26,1,640,0
26,243,0,3,1,1,0,0,26,1,482,0
31,138,1,1,0,1,0,0,26,1,91,0
25,1317,1,3,1,1,0,0,26,1,176,0
58,2714,0,4,0,1,0,0,26,1,165,0
48,17964,2,3,1,0,0,0,26,2,208,0
60,846,0,4,1,1,0,0,26,1,1346,0
25,326,1,11,1,1,0,0,26,1,390,0
26,100,1,11,0,1,0,0,26,1,445,0
25,304,1,11,0,1,0,0,26,2,226,0
26,39,1,11,1,1,0,0,26,3,396,0
32,312,1,3,1,1,0,0,26,2,208,0
25,906,0,0,1,1,0,0,26,1,253,0
21,524,1,0,0,1,0,0,26,1,185,0
41,1081,1,10,1,1,0,0,27,3,229,0
30,983,1,0,0,0,0,0,27,2,189,0
47,2232,2,0,0,1,0,0,27,1,439,0
37,1967,0,0,0,1,0,0,27,1,242,0
34,1406,0,0,0,0,0,0,27,1,145,0
28,157,1,0,0,1,0,0,27,3,155,0
24,0,1,0,1,0,0,0,27,2,122,0
26,2509,1,0,0,1,0,0,27,3,776,0
35,1368,0,1,0,1,0,0,27,1,329,0
54,3076,2,4,1,1,0,0,27,2,367,0
44,7818,0,3,1,1,0,0,27,1,412,0
56,4118,1,0,0,1,0,0,27,1,165,0
25,760,1,0,1,0,0,0,27,3,223,0
25,277,1,11,3,1,0,0,27,2,311,0
50,253,0,3,1,1,0,0,28,9,513,0
55,602,0,0,0,1,0,1,1,3,324,0
57,473,0,3,1,1,0,1,1,1,295,0
48,1167,0,3,1,0,1,1,1,1,264,0
25,343,1,6,1,1,0,1,1,1,377,0
49,1808,0,3,1,0,0,1,1,1,205,0
25,1199,1,1,0,1,0,1,1,1,287,0
38,70,2,8,0,1,0,1,1,1,263,0
45,1723,0,5,0,1,0,1,1,2,166,0
33,1323,0,3,1,1,0,1,1,1,327,0
45,2552,0,0,1,1,0,1,1,1,69,0
26,2613,1,3,0,1,0,1,1,1,326,0
49,0,0,0,0,1,0,1,1,1,1460,0
25,938,1,1,0,1,0,1,1,1,1048,0
53,284,0,1,0,1,0,1,1,1,781,0
43,1059,0,3,1,1,1,1,1,2,335,0
49,1684,0,1,0,1,1,1,1,2,412,0
54,534,0,3,1,1,0,1,1,2,177,0
47,293,0,1,0,1,0,1,1,1,251,0
34,262,0,5,0,1,0,1,1,1,339,0
54,0,2,2,0,1,0,1,1,1,174,0
43,2367,2,3,1,1,0,1,1,1,114,0
23,31,1,2,0,1,0,1,1,1,192,0
48,3842,0,3,1,1,0,1,1,2,215,0
30,3343,1,10,1,1,0,1,1,1,235,0
38,804,1,6,0,1,0,1,1,1,1087,0
34,1011,1,11,3,1,0,1,1,1,253,0
52,-528,1,0,0,0,1,1,1,2,1144,0
27,1840,1,3,1,1,0,1,1,1,220,0
40,1451,0,5,0,1,0,1,1,1,314,0
47,2351,0,3,1,1,0,1,2,2,163,0
26,1623,1,3,1,1,0,1,2,1,479,0
37,597,0,0,0,1,0,1,2,1,395,0
34,611,0,3,1,1,0,1,2,1,350,0
26,313,1,0,1,1,1,1,2,1,199,0
44,1954,0,3,1,1,0,1,2,1,294,0
29,307,1,3,1,0,0,1,2,1,690,0
40,7968,1,6,1,1,0,1,2,1,596,0
43,2160,0,5,0,1,0,1,2,1,169,0
52,1005,2,1,0,0,0,1,2,1,195,0
38,1988,0,0,1,1,0,1,2,1,103,0
33,1117,2,2,0,1,0,1,2,1,417,0
50,3370,0,1,0,1,0,1,2,2,160,0
53,109,0,0,0,1,0,1,2,1,270,0
42,1376,0,2,0,0,0,1,2,2,271,0
49,523,0,1,1,0,0,1,2,1,712,0
27,15161,1,1,1,1,0,1,2,1,74,0
32,653,0,0,1,1,0,1,2,1,84,0
31,64,1,11,1,1,0,1,2,2,261,0
29,1165,1,1,0,1,0,1,2,1,245,0
49,7019,0,2,0,0,0,1,2,1,263,0
46,1568,0,5,0,0,0,1,2,1,310,0
57,3109,0,5,2,1,0,1,2,2,482,0
28,4987,1,1,1,1,0,1,2,2,924,0
37,189,0,7,1,1,0,1,2,2,253,0
38,2467,0,5,0,1,0,1,2,1,192,0
49,5887,0,3,1,1,0,1,2,3,181,0
35,1354,0,1,1,1,0,1,2,2,250,0
29,23,0,1,0,0,0,1,2,1,163,0
52,0,0,1,0,1,0,1,2,3,541,0
34,978,0,6,0,1,0,1,3,2,262,0
60,294,0,1,0,1,0,1,3,4,206,0
32,409,0,10,0,1,0,1,3,2,115,0
27,261,1,0,0,0,1,1,3,4,592,0
55,27624,0,7,0,1,0,1,3,1,437,0
29,3846,1,3,1,1,0,1,3,2,313,0
42,2913,0,5,0,1,0,1,3,1,705,0
33,2240,2,3,1,1,0,1,3,1,198,0
29,5,0,5,2,1,0,1,3,1,321,0
39,150,0,0,0,1,0,1,3,4,296,0
31,882,1,1,1,1,0,1,3,1,411,0
60,366,2,3,1,1,0,1,3,1,593,0
25,1189,1,11,1,1,0,1,3,1,165,0
45,204,0,0,0,0,0,1,3,2,224,0
29,637,1,3,1,0,0,1,3,1,340,0
55,2383,2,3,1,1,0,1,3,2,591,0
26,1231,1,1,0,0,0,1,3,2,385,0
30,3340,1,3,1,1,0,1,3,3,238,0
54,200,2,0,0,1,0,1,3,1,170,0
39,48,1,5,1,1,0,1,3,1,539,0
26,2786,1,3,1,1,0,1,3,2,300,0
57,5313,0,4,0,1,0,1,3,1,200,0
39,201,0,6,1,1,0,1,3,1,699,0
25,389,1,5,0,1,0,1,3,1,837,0
43,3917,0,5,2,1,0,1,3,2,725,0
32,889,0,5,0,0,0,1,3,2,1076,0
43,481,2,3,1,0,0,1,3,1,187,0
50,810,2,3,1,1,0,1,4,3,510,0
35,52,0,2,0,0,0,1,4,2,328,0
37,108,0,3,1,0,1,1,4,2,262,0
42,684,1,0,0,1,0,1,4,1,207,0
27,2071,0,3,0,1,0,1,4,1,449,0
27,339,1,2,0,1,0,1,4,1,182,0
29,572,1,3,1,1,0,1,4,1,224,0
29,1779,1,11,0,1,0,1,4,1,400,0
26,132,1,11,0,1,0,1,4,1,217,0
39,22086,1,0,1,1,0,1,4,1,160,0
41,0,0,2,0,0,1,1,4,2,352,0
29,205,0,3,1,1,0,1,4,1,787,0
33,317,1,1,1,0,0,1,4,1,323,0
32,4945,0,3,1,1,0,1,4,1,160,0
30,419,0,3,1,0,0,1,4,1,194,0
38,1130,1,1,0,1,0,1,4,2,96,0
55,1662,0,0,0,1,0,1,4,2,94,0
25,1871,1,0,0,1,0,1,4,1,136,0
38,1190,2,7,0,0,0,1,4,2,81,0
35,563,0,5,0,1,1,1,4,1,147,0
31,6,0,6,0,1,0,1,4,4,121,0
25,594,1,2,0,1,0,1,4,2,89,0
31,617,1,3,1,1,0,1,4,1,1161,0
27,538,1,11,0,1,0,1,4,2,124,0
34,303,1,0,0,1,0,1,4,3,282,0
40,985,1,0,0,0,0,1,4,3,592,0
27,897,0,0,0,1,0,1,5,1,397,0
28,171,1,3,0,1,0,1,5,1,324,0
28,1633,1,3,0,1,0,1,5,1,275,0
35,1085,2,0,0,1,0,1,5,1,199,0
58,1980,0,4,2,1,0,1,5,1,255,0
44,1933,0,1,1,1,0,1,5,1,462,0
57,1841,0,4,0,1,0,1,5,1,302,0
25,42,1,10,1,0,0,1,5,1,149,0
21,794,1,11,0,1,0,1,5,1,191,0
49,905,0,1,0,1,0,1,5,1,1543,0
54,8295,0,3,1,1,0,1,5,1,207,0
59,0,0,4,2,1,0,1,5,2,493,0
28,874,1,3,1,0,0,1,5,1,509,0
37,4321,0,5,0,1,0,1,5,1,657,0
30,0,1,1,1,0,0,1,5,2,159,0
35,745,1,8,2,1,0,1,5,3,522,0
31,924,1,3,1,1,0,1,5,2,207,0
41,216,1,6,2,1,0,1,5,3,577,0
30,1159,1,6,1,1,0,1,5,1,366,0
28,3290,1,10,1,1,0,1,5,2,201,0
31,582,1,6,0,0,0,1,5,2,548,0
53,380,2,3,1,1,1,1,5,2,438,0
22,682,1,5,0,1,0,1,5,2,126,0
36,92,0,2,2,0,0,1,5,7,244,0
33,66,1,1,0,1,0,1,5,2,157,0
31,252,1,1,1,1,0,1,8,3,107,0
49,6574,0,0,1,1,0,1,8,3,138,0
51,2094,0,10,3,1,0,1,8,6,458,0
34,294,0,1,0,0,0,1,8,3,301,0
35,1177,0,5,2,1,0,1,8,4,243,0
32,8866,1,0,1,1,0,1,9,2,234,0
36,3407,2,7,1,1,0,1,9,4,993,0
31,5205,1,3,1,1,0,1,9,2,529,0
25,3630,1,1,1,1,0,1,9,7,221,0
25,12,1,2,1,1,0,1,12,6,126,0
60,544,0,3,0,1,0,1,12,7,95,0
40,10346,1,10,1,1,0,1,15,2,491,0
50,1612,0,3,1,1,0,1,15,2,532,0
32,718,1,3,1,0,0,1,15,1,95,0
60,3547,0,0,0,1,0,1,15,6,351,0
32,914,0,2,0,1,0,1,15,1,372,0
52,1306,0,7,0,1,0,1,15,1,288,0
59,259,0,1,0,1,0,1,15,1,415,0
56,-1206,0,4,0,0,0,1,15,2,382,0
47,372,1,3,1,1,0,1,15,1,257,0
43,3518,0,3,1,1,0,1,15,2,181,0
25,505,1,2,0,1,0,1,15,1,284,0
31,1776,1,11,0,1,0,1,15,1,220,0
27,20585,1,3,1,1,0,1,15,1,188,0
26,1595,0,0,0,1,0,1,15,1,155,0
37,1000,1,0,1,0,0,1,15,1,322,0
27,138,1,0,1,1,0,1,15,2,89,0
49,561,0,3,1,1,0,1,15,1,173,0
26,170,1,3,1,1,0,1,15,1,129,0
28,502,1,3,1,1,0,1,16,2,136,0
33,379,0,5,0,0,1,1,16,2,263,0
31,14533,0,1,3,1,0,1,16,2,245,0
32,689,0,2,0,0,1,1,16,3,162,0
30,2567,1,1,0,1,0,1,18,4,813,0
34,443,0,3,1,1,0,1,18,3,235,0
58,2074,0,4,2,1,0,1,18,2,259,0
34,2374,0,3,1,0,1,1,18,2,270,0
26,1347,1,2,0,1,0,1,18,6,280,0
49,7443,1,3,1,1,0,1,19,5,293,0
57,10583,0,3,1,1,0,1,22,3,295,0
83,425,0,4,2,1,0,1,22,1,883,0
61,997,0,3,1,1,0,1,22,1,269,0
64,5966,0,4,0,0,0,1,22,1,983,0
37,2061,0,0,0,0,1,1,22,1,459,0
68,0,0,4,0,1,0,1,22,1,586,0
71,2887,0,4,1,1,0,1,30,1,128,0
54,1464,0,3,1,1,0,1,30,1,157,0
37,1315,0,3,1,1,0,1,30,1,224,0
22,466,1,11,3,1,0,1,30,1,377,0
44,2383,0,3,1,1,0,2,1,2,571,0
37,1649,0,7,1,1,1,2,1,3,140,0
72,132,0,10,1,1,0,2,1,2,260,0
69,482,2,4,2,1,0,2,2,2,260,0
41,203,0,5,0,1,0,2,2,2,342,0
44,88,0,5,0,0,0,2,2,1,275,0
32,2881,1,2,0,1,0,2,2,1,356,0
79,668,0,4,0,1,0,2,2,1,363,0
33,73,0,1,0,0,0,2,2,1,218,0
45,1309,0,3,1,1,0,2,2,1,367,0
40,2763,0,3,1,0,0,2,2,1,566,0
42,2959,0,7,0,0,0,2,2,1,711,0
30,930,1,1,0,1,0,2,2,1,396,0
28,12956,1,3,1,0,0,2,2,1,940,0
58,0,2,8,0,1,0,2,2,2,478,0
39,19,2,0,0,0,0,2,2,2,503,0
31,625,0,5,0,0,0,2,2,2,135,0
45,5511,0,0,3,1,0,2,2,1,272,0
56,1137,0,5,2,1,0,2,2,1,176,0
46,1329,2,3,1,1,0,2,3,2,247,0
56,1044,0,4,0,1,0,2,3,2,353,0
27,302,1,2,0,1,0,2,3,1,203,0
30,330,0,6,1,1,0,2,3,1,264,0
26,2857,1,10,1,1,0,2,3,1,446,0
35,68,1,6,2,1,0,2,3,1,175,0
52,1524,0,5,2,1,0,2,3,6,1007,0
54,1633,0,0,0,1,0,2,3,2,409,0
41,0,0,7,2,1,0,2,3,2,438,0
24,507,1,3,1,1,0,2,3,1,257,0
28,643,1,5,0,1,0,2,3,2,308,0
62,2785,0,3,1,1,0,2,6,3,270,0
52,137,0,1,0,1,0,2,6,2,227,0
23,870,1,2,0,1,0,2,6,4,316,0
82,8603,0,4,2,1,0,2,7,1,429,0
63,18016,0,4,0,1,0,2,7,1,371,0
32,51,0,0,0,0,1,2,7,1,297,0
31,1032,0,3,1,1,0,2,7,1,284,0
37,981,0,2,0,1,0,2,7,2,682,0
40,431,1,1,1,1,0,2,7,2,180,0
66,203,0,4,0,1,0,2,7,1,376,0
37,3737,0,3,1,1,0,2,7,1,224,0
38,7005,0,6,2,0,0,2,7,1,370,0
27,111,1,11,0,1,0,2,7,2,495,0
58,565,0,4,2,1,0,2,7,1,876,0
49,889,0,8,2,1,0,2,7,1,388,0
31,202,1,3,0,0,0,2,8,1,167,0
31,307,1,3,1,1,0,2,8,1,361,0
38,0,0,11,3,1,0,2,8,1,341,0
79,429,0,4,2,1,0,2,8,2,1006,0
71,4388,0,4,1,1,0,2,8,2,896,0
52,2557,0,1,1,1,0,2,8,1,340,0
55,3122,0,3,3,1,0,2,8,1,349,0
46,922,0,5,0,0,0,2,8,1,576,0
28,3796,1,3,1,1,0,2,8,2,315,0
22,185,1,11,0,1,0,2,8,1,153,0
49,151,1,3,1,0,0,2,8,3,97,0
20,829,1,11,3,1,0,2,9,2,253,0
19,103,1,11,2,1,0,2,10,2,104,0
34,79,1,5,2,1,0,2,10,4,336,0
73,1609,0,3,1,1,0,2,14,2,169,0
27,2489,1,3,1,1,0,2,15,2,323,0
59,989,2,5,2,1,0,2,20,2,125,0
25,58,1,11,1,1,0,2,24,5,139,0
44,323,1,7,3,1,0,2,28,2,332,0
28,5474,1,3,1,1,0,2,28,5,486,0
25,219,1,3,1,1,0,3,4,1,576,0
28,1240,0,3,1,1,0,3,4,1,849,0
52,1228,0,0,0,0,1,3,4,1,218,0
57,1660,0,3,1,1,0,3,4,1,642,0
49,914,2,3,1,1,0,3,4,1,185,0
33,1699,0,1,1,1,0,3,4,1,600,0
47,1167,0,1,0,0,0,3,4,1,505,0
68,19317,0,4,0,0,0,3,4,1,249,0
40,1646,1,1,1,0,0,3,4,1,173,0
46,242,0,3,1,1,0,3,4,2,120,0
29,382,1,1,0,1,0,3,5,4,409,0
55,2383,2,3,1,1,0,3,5,2,1019,0
30,2666,0,10,1,1,0,3,5,2,475,0
49,1718,2,0,0,1,1,3,5,1,211,0
48,1147,0,3,1,1,0,3,5,1,389,0
21,216,1,11,0,1,0,3,5,1,414,0
45,153,0,0,0,1,0,3,5,1,277,0
43,1791,0,3,1,1,0,3,5,1,254,0
47,86,1,3,1,1,0,3,5,1,253,0
27,6791,1,3,1,1,0,3,5,2,179,0
20,292,0,11,3,1,0,3,5,2,385,0
37,1291,1,6,1,1,0,3,5,1,150,0
61,175,0,3,1,1,0,3,5,2,270,0
57,0,1,2,0,1,0,3,6,1,355,0
40,0,0,3,1,1,0,3,6,2,131,0
53,0,2,0,0,0,1,3,6,1,1452,0
65,4717,0,9,3,1,0,3,6,1,256,0
